timestamp,output-volume
1678147200000,933882.0142559491
1678233600000,868038.8880111082
1678320000000,844190.9544382605
1678406400000,996440.5874226227
1678492800000,939584.3290062778
1678579200000,669286.141021785
1678665600000,1160391.5569376382
1678752000000,1168826.667879912
1678838400000,983348.8119349885
1678924800000,863763.3500342907
1679011200000,1149279.6105812485
1679097600000,785430.403832501
1679184000000,885659.792759561
1679270400000,1314125.8818504855
1679356800000,1158929.578828573
1679443200000,1050567.9442643155
1679529600000,1044625.1635736703
1679616000000,1093192.698290044
1679702400000,741608.2616849393
1679788800000,736387.1193340364
1679875200000,1118894.8762678185
1679961600000,1145221.3420200294
1680048000000,1120186.1227902586
1680134400000,1514168.42260279
1680220800000,1077365.2317676176
1680307200000,787630.2735557841
1680393600000,753672.8191899671
1680480000000,1064866.0830620634
1680566400000,1098520.0570018173
1680652800000,1117417.629261955
1680739200000,1031407.7811353279
1680825600000,772690.6651893914
1680912000000,583223.4414883022
1680998400000,591051.8908094617
1681084800000,947863.3777688831
1681171200000,963260.8709968253
1681257600000,1182479.7309788892
1681344000000,778872.4000004624
1681430400000,1029306.275224179
1681516800000,768118.8016758239
1681603200000,634651.9199273577
1681689600000,1100206.0671141814
1681776000000,799434.5492856022
1681862400000,786134.4406258309
1681948800000,788964.6979591247
1682035200000,838265.8303889454
1682121600000,553571.7770469534
1682208000000,487623.2553658754
1682294400000,815330.5543160394
1682380800000,797672.5708803484
1682467200000,897233.8573899134
1682553600000,869057.0062128896
1682640000000,863516.8474436153
1682726400000,589539.4343604173
1682812800000,676938.3538977067
1682899200000,816867.80037674
1682985600000,673165.5041069923
1683072000000,951363.8871065668
1683158400000,838973.7156321363
1683244800000,821755.2957860519
1683331200000,872788.127934755
1683417600000,1020109.309876
1683504000000,800540.696421211
1683590400000,745971.0085325907
1683676800000,847529.6317737019
1683763200000,854687.5777519386
1683849600000,961567.3125304152
1683936000000,527760.2436363552
1684022400000,521803.0704965116
1684108800000,718574.0874533715
1684195200000,884090.8603749563
1684281600000,836811.1948932902
1684368000000,834936.154466927
1684454400000,731605.8663496075
1684540800000,488585.64961757895
1684627200000,532324.9063328151
1684713600000,837237.7582461869
1684800000000,948190.1385855927
1684886400000,991723.4285446507
1684972800000,849143.1488337782
1685059200000,720918.5863451165
1685145600000,541931.8974443405
1685232000000,630627.1936986909
1685318400000,880581.2657687835
1685404800000,1012502.2653398761
1685491200000,1390860.7624147716
1685577600000,1100258.0897132698
1685664000000,1256071.1651489728
1685750400000,819875.2366021198
1685836800000,962564.3928059011
1685923200000,1536383.675306426
1686009600000,1353634.713884442
1686096000000,1020736.8918145619
1686182400000,1059386.5714597565
1686268800000,1118985.1425051205
1686355200000,1031633.6773464434
1686441600000,1025490.6997306608
1686528000000,1167701.6224063758
1686614400000,1001925.9582235044
1686700800000,960062.1867403256
1686787200000,931644.1196554066
1686873600000,992766.0933379089
1686960000000,677173.3202912217
1687046400000,755464.6991560179
1687132800000,957852.9124955928
1687219200000,1060969.171650034
1687305600000,1219055.77862459
1687392000000,1175385.9885338095
1687478400000,1059356.2074180439
1687564800000,729531.7530779238
1687651200000,776166.1887162057
1687737600000,1042169.6958935944
1687824000000,989993.555701595
1687910400000,931843.2289083635
1687996800000,1141335.525933798
1688083200000,1147700.6111096765
1688169600000,760626.7491408052
1688256000000,589951.4184571125
1688342400000,929045.208527094
1688428800000,877207.5105269701
1688515200000,843727.5042979434
1688601600000,928908.8471467932
1688688000000,924497.3383687681
1688774400000,708110.538873335
1688860800000,721745.7382179768
1688947200000,913774.6374530159
1689033600000,815970.1876022136
1689120000000,904499.0041863366
1689206400000,930321.1689789483
1689292800000,946356.1511906988
1689379200000,680788.2195990614
1689465600000,686696.6677355781
1689552000000,865536.8885895377
