timestamp,market-price
1667433600000,20153.99
1667520000000,20208.16
1667606400000,21152.93
1667692800000,21292.67
1667779200000,20920.33
1667865600000,20598.44
1667952000000,18540.11
1668038400000,15856.95
1668124800000,17550.23
1668211200000,16990.26
1668297600000,16776.4
1668384000000,16310.3
1668470400000,16587.96
1668556800000,16873.56
1668643200000,16662.24
1668729600000,16682.44
1668816000000,16683.22
1668902400000,16687.8
1668988800000,16260.41
1669075200000,15759.61
1669161600000,16194.75
1669248000000,16606.77
1669334400000,16592.67
1669420800000,16507.44
1669507200000,16453.47
1669593600000,16420.2
1669680000000,16208.96
1669766400000,16432.73
1669852800000,17170.62
1669939200000,16971.57
1670025600000,17091.23
1670112000000,16894.23
1670198400000,17117.57
1670284800000,16967.02
1670371200000,17085.45
1670457600000,16836.05
1670544000000,17234.58
1670630400000,17128.55
1670716800000,17124.99
1670803200000,17098.61
1670889600000,17206.87
1670976000000,17771.03
1671062400000,17802.44
1671148800000,17357.47
1671235200000,16637.6
1671321600000,16783.6
1671408000000,16745.99
1671494400000,16439.89
1671580800000,16904.64
1671667200000,16813.62
1671753600000,16818.68
1671840000000,16779.71
1671926400000,16838.1
1672012800000,16826.86
1672099200000,16915.7
1672185600000,16699
1672272000000,16539.28
1672358400000,16630.49
1672444800000,16599.69
1672531200000,16526.78
1672617600000,16613.71
1672704000000,16671.54
1672790400000,16669.6
1672876800000,16850.63
1672963200000,16826.41
1673049600000,16951.97
1673136000000,16945.2
1673222400000,17108.41
1673308800000,17192.07
1673395200000,17443.68
1673481600000,17934.6
1673568000000,18859.32
1673654400000,19933.36
1673740800000,20955.15
1673827200000,20880.99
1673913600000,21190.49
1674000000000,21145.18
1674086400000,20672.78
1674172800000,21087.76
1674259200000,22693.45
1674345600000,22772.5
1674432000000,22724.23
1674518400000,22924.37
1674604800000,22634.47
1674691200000,23089.74
1674777600000,23008.29
1674864000000,23075.81
1674950400000,23032.23
1675036800000,23755.85
1675123200000,22836.09
1675209600000,23133.91
1675296000000,23722.02
1675382400000,23454.41
1675468800000,23440.09
1675555200000,23328.24
1675641600000,22936.95
1675728000000,22763.74
1675814400000,23254.79
1675900800000,22964.87
1675987200000,21794.05
1676073600000,21638.55
1676160000000,21861.84
1676246400000,21787.25
1676332800000,21787.99
1676419200000,22211.8
1676505600000,24340.73
1676592000000,23544.67
1676678400000,24572.97
1676764800000,24641.94
1676851200000,24290.18
1676937600000,24834.81
1677024000000,24438.1
1677110400000,24185.67
1677196800000,23946.39
1677283200000,23192.02
1677369600000,23176.76
1677456000000,23563.11
1677542400000,23497.62
1677628800000,23128.3
1677715200000,23641.68
1677801600000,23467.36
1677888000000,22351.72
1677974400000,22348.51
1678060800000,22427.56
1678147200000,22410.62
1678233600000,22197.49
1678320000000,21698.33
1678406400000,20363.36
1678492800000,20224.85
1678579200000,20656.78
1678665600000,22205.32
1678752000000,24213.74
1678838400000,24767.46
1678924800000,24376.39
1679011200000,25053.64
1679097600000,27462.77
1679184000000,26975.39
1679270400000,28045.84
1679356800000,27790.89
1679443200000,28191.53
1679529600000,27306.32
1679616000000,28332.42
1679702400000,27496.2
1679788800000,27496.06
1679875200000,27999.84
1679961600000,27141.23
1680048000000,27274.72
1680134400000,28355.92
1680220800000,28033.06
1680307200000,28479.75
1680393600000,28465.04
1680480000000,28185.2
1680566400000,27802.23
1680652800000,28169.5
1680739200000,28180.4
1680825600000,28039.94
1680912000000,27925.55
1680998400000,27956.01
1681084800000,28336.18
1681171200000,29656.24
1681257600000,30234.98
1681344000000,29899.24
1681430400000,30407.6
1681516800000,30486.05
1681603200000,30319.32
1681689600000,30315.39
1681776000000,29447.1
1681862400000,30393.64
1681948800000,28829.57
1682035200000,28243.02
1682121600000,27267.99
1682208000000,27816.18
1682294400000,27590.55
1682380800000,27516.48
1682467200000,28301.71
1682553600000,28429.72
1682640000000,29480.35
1682726400000,29329.63
1682812800000,29244.68
1682899200000,29264.14
1682985600000,28086.65
1683072000000,28678.29
1683158400000,29007.66
1683244800000,28851.84
1683331200000,29535.38
1683417600000,28903.41
1683504000000,28456.84
1683590400000,27691.41
1683676800000,27640.09
1683763200000,27617.14
1683849600000,26993.2
1683936000000,26803.05
1684022400000,26785.94
1684108800000,26926.17
1684195200000,27191.97
1684281600000,27036.39
1684368000000,27398.27
1684454400000,26833.27
1684540800000,26889.6
1684627200000,27124.48
1684713600000,26756.57
1684800000000,26849.97
1684886400000,27223.19
1684972800000,26327.38
1685059200000,26477.29
1685145600000,26719.74
1685232000000,26873.18
1685318400000,28082.7
1685404800000,27744.66
1685491200000,27704
1685577600000,27213.71
1685664000000,26814.77
1685750400000,27251.93
1685836800000,27073.27
1685923200000,27125.02
1686009600000,25747.2
1686096000000,27243.64
1686182400000,26352.2
1686268800000,26507.33
1686355200000,26483.52
1686441600000,25852.82
1686528000000,25933.06
1686614400000,25904.32
1686700800000,25921.42
1686787200000,25127.04
1686873600000,25575.69
1686960000000,26326.23
1687046400000,26509.82
1687132800000,26337.08
1687219200000,26848.8
1687305600000,28326.8
1687392000000,29992.98
1687478400000,29903.73
1687564800000,30692.8
1687651200000,30548.59
1687737600000,30458.97
1687824000000,30266.7
1687910400000,30699.11
1687996800000,30083.59
1688083200000,30449.16
1688169600000,30471.5
1688256000000,30591.53
1688342400000,30618.25
1688428800000,31150.92
1688515200000,30774.87
1688601600000,30502.55
1688688000000,29918.04
1688774400000,30344.53
1688860800000,30214.55
1688947200000,30214.55
1689033600000,30411.71
1689120000000,30622.7
1689206400000,30391.64
1689292800000,31485.37
1689379200000,30330.22
1689465600000,30291.67
1689552000000,30240.28
1689638400000,30144.2
